tri_facility.TRI_FACILITY_ID,tri_facility.FACILITY_NAME,tri_facility.STREET_ADDRESS,tri_facility.CITY_NAME,tri_facility.COUNTY_NAME,tri_facility.STATE_ABBR,tri_facility.ZIP_CODE,tri_facility.PREF_LATITUDE,tri_facility.PREF_LONGITUDE
72765HDSNF1521F,HUDSON FOODS INC,1521 FORD AVE,SPRINGDALE,WASHINGTON,AR,72765,36.18,94.035556
14701CRWFR40WIN,CRAWFORD FURNITURE MANUFACTURING CORP ATLAS DIV,40 WINSOR ST,JAMESTOWN,CHAUTAUQUA,NY,147020668,42.096667,79.228333
90245RTDVR1700E,AIRITE CO,1700 E GRAND AVE,EL SEGUNDO,LOS ANGELES,CA,90245,33.925,118.386667
51101GRGNL11512,MIDAMERICAN ENERGY CO GEORGE NEAL NORTH,1151 260TH ST,SERGEANT BLUFF,WOODBURY,IA,51054,,
90502STWRT1161W,STEWART FILMSCREEN CORP,1161 W SEPULVEDA BLVD,TORRANCE,LOS ANGELES,CA,90502,,
60638GLSSC6401W,SILVER CAPITAL CORP,6401 W 65TH ST,BEDFORD PARK,COOK,IL,60638,,
94608BRKLY4550S,BERKELEY FARMS CORP,4550 SAN PABLO AVE,EMERYVILLE,ALAMEDA,CA,94608,,
48180CLRCK26265,C L RIECKHOFF CO INC,26265 NORTHLINE,TAYLOR,WAYNE,MI,48180,,
60618HFRDY3232N,HU-FRIEDY MFG CO LLC,3232 N ROCKWELL ST,CHICAGO,COOK,IL,60618,41.94,87.695278
02048HBFLD774NO,HUB FOLDING BOX CO,774 NORFOLK ST,MANSFIELD,BRISTOL,MA,2048,42.023056,71.226944
51101GRGNL2761P,MIDAMERICAN ENERGY-GEORGE NEAL SOUTH,2761 PORT NEAL CIR,SALIX,WOODBURY,IA,51052,,
52405HBBRD11241,HUBBARD ICE & FUEL CO,1124 1ST ST NW,CEDAR RAPIDS,LINN,IA,52405,41.981111,91.675278
46041CRLLNSTATE,SONOCO CRELLIN INC,2810 W STATE RD 28,FRANKFORT,CLINTON,IN,46041,40.283333,86.566667
55901CRNLN2501V,"CRENLO CAB PRODUCTS INC, PLANT 2",2501 VALLEYHIGH DR NW,ROCHESTER,OLMSTED,MN,55901,44.048794,92.508558
60450KZCHMTABLE,AKZO NOBEL SURFACE CHEMISTRY LLC,8005 N TABLER RD,MORRIS,GRUNDY,IL,60450,41.3706,88.4652
77507KZCHM13000,AKZO NOBEL FUNCTIONAL CHEMICALS LLC,12900 BAY PARK RD,PASADENA,HARRIS,TX,77507,29.645833,95.0625
54956KMBRL249NO,CELLU TISSUE CORP-NEENAH (DBA CLEARWATER PAPER-NEENAH),249 N LAKE ST,NEENAH,WINNEBAGO,WI,54956,44.195,88.4725
45373KMBRL30MAR,KIMBERLY-CLARK CORP BROWN-BRIDGE,30 MARY BILL DR,TROY,MIAMI,OH,453730370,40.061944,84.244722
45373KMBRL518EA,SPINNAKER COATING INC,518 E WATER ST,TROY,MIAMI,OH,453730370,40.0375,84.195833
60647CRSCN3650W,CRESCENT PLATING WORKS INC,3650 W ARMITAGE AVE,CHICAGO,COOK,IL,60647,41.9175,87.718889
44030CWHNC1209M,CW OHIO INC,1209 MAPLE AVE,CONNEAUT,ASHTABULA,OH,44030,,
91320BXTRH1700R,BAXALTA US INC,1700 RANCHO CONEJO BLVD,THOUSAND OAKS,VENTURA,CA,91320,,
60044HLPRC601NS,HELIO PRECISION PRODUCTS,601 N SKOKIE HWY,LAKE BLUFF,LAKE,IL,60044,,
36532KTCHN16382,KITCHEN & BATH CENTER,16382 GREENO RD,FAIRHOPE,BALDWIN,AL,36532,,
17404YRKTP1953S,YORK TAPE & LABEL CO,1953 STANTON ST,YORK,YORK,PA,17404,39.955,76.785556
29609PTCHM11WOR,YORKSHIRE AMERICAS INC,720 WORLEY RD,GREENVILLE,GREENVILLE,SC,29609,34.856045,82.40638
17356YRKTW100RE,YORKTOWNE INC.,100 REDCO AVE,RED LION,YORK,PA,17356,39.903056,76.6
17844YRKTW8THWA,YORKTOWNE INC.,EIGHTH & WALNUT ST PO BOX 150,MIFFLINBURG,UNION,PA,17844,40.915833,77.0525
16740KYSTNCONGR,KEYSTONE THERMISTOR CORP.,2 HACKER ST.,MOUNT JEWETT,MCKEAN,PA,167400550,41.733333,78.645833
77012HSTNC2819B,COCA-COLA BOTTLING CO HOUSTON,2819 BERKLEY ST,HOUSTON,HARRIS,TX,770123597,29.702778,95.283611
77009HSTNH4201R,HOUSTON HEAT TREATING,4201 ROBERTSON ST,HOUSTON,HARRIS,TX,77009,29.796944,95.355556
77587HSTNP1315G,HOUSTON PLATING & COATINGS LLC,1315 GEORGIA,SOUTH HOUSTON,HARRIS,TX,77587,29.659336,95.247646
77226HSTNP3508C,HOUSTON PRODUCTS TERMINAL,3508 CHERRY ST,HOUSTON,HARRIS,TX,772261281,29.793889,95.342778
32809HWRDF8306S,HOWARD FERTILIZER & CHEMICAL CO INC,8306 S ORANGE AVE,ORLANDO,ORANGE,FL,32809,28.446944,81.366667
68025CTYFF2701E,CITY OF FREMONT DEPARTMENT OF UTILITIES LON D WRIGHT POWER,2701 E FIRST ST,FREMONT,DODGE,NE,68025,,
70051PSLNP1EPSI,PINNACLE POLYMERS,ONE PINNACLE AVE,GARYVILLE,ST JOHN THE BAPTIST PARIS,LA,70051,,
32780HLLSB1520C,HELLS BAY BOATWORKS,1520 CHAFFEE DR,TITUSVILLE,BREVARD,FL,32780,,
19107TRGNP91591,TRIGEN PHILADELPHIA ENERGY CORP EDISON FACILITY,908 SANSOM ST,PHILADELPHIA,PHILADELPHIA,PA,19107,,
97124PSNPR3950N,EPSON PORTLAND INC,3950 NW ALOCLEK PLACE,HILLSBORO,WASHINGTON,OR,97124,,
89431NDSTR1225E,INDUSTRIAL STERILIZATION OF NEVADA,1225 E GREG ST SUITE 101,SPARKS,WASHOE,NV,89431,,
17013CNCNN4CAVE,MILACRON RESIN ABRASIVE,4 CAVE HILL DR,CARLISLE,CUMBERLAND,PA,17013,,
90221LFLXC20250,ALFLEX CORP  DISTRIBUTION CENTER,20250 S ALAMEDA ST,RANCHO DOMINGUEZ,LOS ANGELES,CA,90221,,
97321SMPSN875NW,ALBANY PLYWOOD,875 N WAVERLY DR,ALBANY,LINN,OR,97321,44.645833,123.069444
48446LBRND780WH,ALBAR INDUSTRIES INC,780 WHITNEY DR,LAPEER,LAPEER,MI,48446,43.035833,83.301111
58623ZNSFBRT1BO,ZANE'S FIBERGLASS SHOP INC,RTE 1 BOX 2A,SCRANTON,BOWMAN,ND,58623,46.1625,103.204167
70631ZPTHYHC69B,OMEGA PROTEIN INC CAMERON PLANT,391 GULF BEACH HWY,CAMERON,CAMERON PARISH,LA,70631,29.784167,93.3475
37760SRCNC420WB,NYRSTAR COY-MINE,420 E BROADWAY BLVD,JEFFERSON CITY,JEFFERSON,TN,37760,,
27213GLDKSOLDUS,PILGRIM'S PRIDE CORP  BONLEE FEED MILL,3732 OLD US HWY 421 N,BONLEE,CHATHAM,NC,27213,,
66104NRMNC4240N,NEARMAN CREEK POWER STATION,4240 N 55TH ST,KANSAS CITY,WYANDOTTE,KS,66104,,
66104QNDRP3601N,KANSAS CITY BPU QUINDARO POWER STATION,3601 N 12TH ST,KANSAS CITY,WYANDOTTE,KS,66104,,
54182GRFCRN4051,GRAF CREAMERY INC,N4051 CREAMERY RD,BONDUEL,SHAWANO,WI,54107,,
47550LTTLSCR400,LITTLE SANDY NO 10 MINE,CR 400S & 650E,LAMAR,SPENCER,IN,47550,,
54703TRCSL4404A,KLEEN BRITE LABORATORIES INC,4404 ANDERSON DR,EAU CLAIRE,EAU CLAIRE,WI,54703,,
19363KYSTN121WA,HOOVER TREATED WOOD PRODUCTS INC,385 WATERWAY RD,OXFORD,CHESTER,PA,19363,39.768462,75.939571
48209SGKYW3100L,KEYWELL CORP,3075 LONYO AVE,DETROIT,WAYNE,MI,482090000,42.318442,83.135985
60628SGKYW11900,KEYWELL CORP,11900 S COTTAGE GROVE AVE,CHICAGO,COOK,IL,60628,41.678056,87.609444
21224SGKYW7600R,KEYWELL CORP PLANT DIV,7600 ROLLING MILL RD,BALTIMORE,BALTIMORE (CITY),MD,212247600,39.2994,76.512
98134YNGCR3231U,YOUNG CORP,3231 UTAH AVE S,SEATTLE,KING,WA,98134,47.575278,122.334444
30114YDKMR500BR,CYBERSHIELD OF GEORGIA INC,500 BROWN INDUSTRIAL PKY,CANTON,CHEROKEE,GA,30114,34.2453,84.527
03054YLDHS33ELM,YIELD HOUSE INC,33 ELM ST,MERRIMACK,HILLSBOROUGH,NH,3054,42.867778,71.478333
71018KRRMCLA7SO,CALUMET LUBRICANTS CO LP CALUMET COTTON VALLEY,1756 OLD HWY 7,COTTON VALLEY,WEBSTER PARISH,LA,71018,32.808333,93.408333
73098KRRMC906SO,WYNNEWOOD REFINING CO,906 S POWELL AVE,WYNNEWOOD,GARVIN,OK,73098,34.6325,97.163889
19043BRYNHPRICE,BRYN HILL INDUSTRIES,PRICE & PINE STS,HOLMES,DELAWARE,PA,19043,,
74063DVNCC206EM,BRENNTAG SOUTHWEST INC SAND SPRINGS,206 E MORROW RD,SAND SPRINGS,TULSA,OK,74063,,
42437YLSTHUSRTE,TRELLEBORG YSH WESTERN KENTUCKY DIV,3408 US HWY 60 E,MORGANFIELD,UNION,KY,42437,37.708889,87.873611
42701CRCBL101MA,VAC MAGNETICS CORPORATION,101 MAGNET DRIVE,ELIZABETHTOWN,HARDIN,KY,427013044,37.68,85.88
60505KLMSS2250W,AURORA CIRCUITS INC,2250 WHITE OAK CIR,AURORA,DUPAGE,IL,60502,,
13039NTLCN63336,ICM CORP,6333 DAEDALUS DR,CICERO,ONONDAGA,NY,13039,,
08628HMSTCLOWER,HOMASOTE CO,932 LOWER FERRY RD,WEST TRENTON,MERCER,NJ,8628,40.253333,74.799444
52240HMTWN1109N,ROBERTS DAIRY COMPANY,1109 NORTH DODGE STREET,IOWA CITY,JOHNSON,IA,522422326,41.6755,91.519722
78218HBGRC4710N,SAN ANTONIO RETAIL SUPPORT CENTER,4710 PAN AM EXPRESSWAY,SAN ANTONIO,BEXAR,TX,78218,29.4923,98.395
01913TCHCR18HUB,M/A-COM CERAM INC,18 HUNT ROAD,AMESBURY,ESSEX,MA,1913,,
01938HVNMT11OLD,BODYCOTE HOOVEN INC,11 OLD RIGHT RD,IPSWICH,ESSEX,MA,1938,,
94124LHMBR2217R,ALHAMBRA DRINKING WATER CORP,2217 REVERE ST,SAN FRANCISCO,SAN FRANCISCO,CA,94124,37.7382,122.4005
33178LJMLM10300,ALJOMA LUMBER INC,10300 NW 121 WAY,MEDLEY,MIAMI-DADE,FL,33178,25.878365,80.365075
07470LKNCR25POW,ALKON CORP,25 POWER AVE,WAYNE,PASSAIC,NJ,7470,40.945278,74.211111
13069GNRLF607PH,BIRDS EYE FOODS LLC,607 PHILLIPS ST,FULTON,OSWEGO,NY,130691520,43.318056,76.427778
19380HNZFR700OL,HEINZ FROZEN FOOD CO,700 OLD FERN HILL RD,WEST CHESTER,CHESTER,PA,19380,,
83653SLKRK1820E,HART & COOLEY INC,1820 E FARGO AVE,NAMPA,CANYON,ID,83687,,
64834PRCSN105NC,PRECISION MASTER MADE PAINT,105 N COWGILL,CARL JUNCTION,JASPER,MO,64834,,
02903SGNNW40POI,DOMINION ENERGY MANCHESTER STREET INC,40 POINT ST,PROVIDENCE,PROVIDENCE,RI,2903,,
36582MTSBS7800M,MITSUBISHI POLYCRYSTALLINE SILICON AMERICA CORP,7800 MITSUBISHI LN,THEODORE,MOBILE,AL,36582,,
23323GHTTR2601T,UNIFIN CHESAPEAKE TRI RY2012,2601 F TRADE ST,CHESAPEAKE,CHESAPEAKE (CITY),VA,23323,,
22942VNHLT16365,VON HOLTZBRINCK PUBLISHING SERVICES,16365 JAMES MADISON HWY,GORDONSVILLE,ORANGE,VA,22942,,
43319HNDFM11000,HONDA OF AMERICA MANUFACTURING INC,11000 STATE RT 347,EAST LIBERTY,LOGAN,OH,43319,40.328889,83.545833
67219HYSCX800E3,HAYES CO,800 EAST 37TH ST NORTH,WICHITA,SEDGWICK,KS,67219,,
45302HNDFM12500,HONDA OF AMERICA MANUFACTURING INC ANNA ENGINE PLANT,12500 MERANDA RD,ANNA,SHELBY,OH,45302,40.375,84.193056
93312HNDCH3900A,HONDO INC,3900 ALLEN RD,BAKERSFIELD,KERN,CA,93312,35.389847,119.144754
17870KRRCCPOBOX,KERRICO CORP,2254 RT 522,SELINSGROVE,SNYDER,PA,17870,40.8065,76.9214
45318BTRMF400HA,KERRY INGREDIENTS,400 HAZEL ST,COVINGTON,MIAMI,OH,45318,40.123056,84.348889
49442KRSCX1960R,"KERSCO, DIV OF LORIN IND",1960 ROBERTS ST,MUSKEGON,MUSKEGON,MI,49442,43.216333,86.214586
19355WYTHL31MOR,WYETH-AYERST LABORATORIES INC,31 MOREHALL RD,FRAZER,CHESTER,PA,19355,40.0454,75.5237
19382WYTHY611EN,WYETH PHARMACEUTICALS,611 E NIELDS ST,WEST CHESTER,CHESTER,PA,19382,39.9586,75.5895
08109WYLLB6995A,WYLE LABS ELECTRONIC ENCLOSURES,6995 AIRPORT HWY LN,PENNSAUKEN,CAMDEN,NJ,8109,39.933333,75.083333
66018SRMYS35425,US ARMY SUNFLOWER AMMUNITION PLANT,35425 W 103RD ST,DE SOTO,JOHNSON,KS,66018,38.922222,94.986111
46947KNTFDHWY35,KENT NUTRITION GROUP INC,2407 S 400 E,LOGANSPORT,CASS,IN,46947,40.730833,86.300833
65340KNTFDHWY20,KENT NUTRITION GROUP INC,2855 W ARROW,MARSHALL,SALINE,MO,65340,39.116667,93.225
62618KNTFDHWY12,KENT NUTRITION GROUP INC,8679 KENT FEED RD,BEARDSTOWN,CASS,IL,62618,40.005556,90.405278
48854KNTFD725HU,KENT NUTRITION GROUP INC F/K/A KENT FEEDS INC,725 HULL RD,MASON,INGHAM,MI,48854,42.561595,84.44308
60174WRKRP2500P,WORK AREA PROTECTION CORP,2500 PRODUCTION DR,SAINT CHARLES,KANE,IL,601749081,41.916944,88.285278
30720WRLDC431SO,WORLD CARPETS INC,431 S GREEN ST,DALTON,WHITFIELD,GA,30720,34.766667,84.961667
30720WRLDC2100S,MOHAWK INDUSTRIES INC SOUTH HAMILTON STREET FACILITY,2100 S HAMILTON ST,DALTON,WHITFIELD,GA,30720,34.730833,84.969167
27115WRLDC2720U,WORLD CITRUS INC.,2720 UNIVERSITY PKY.,WINSTON SALEM,FORSYTH,NC,271054524,36.1467,80.285611
90670LLPRC11600,PIONEER AMERICAS LLC(DBA OLIN CHLOR ALKALI PRODUCTS SFS),11600 PIKE ST,SANTA FE SPRINGS,LOS ANGELES,CA,90670,33.956111,118.074444
95901LLPRC3721F,ALL PURE CHEMICAL CO,3721 FEATHER RIVER RD,MARYSVILLE,YUBA,CA,95901,39.053889,121.575556
28208STHRN3015W,SOUTHERN STEEL CO LLC (DBA SOUTHERN ENGINEERING),3015 WILKINSON BLVD,CHARLOTTE,MECKLENBURG,NC,28208,,
48174VCMRN11380,VACUUM ORNA METAL,11380 HARRISON,ROMULUS,WAYNE,MI,48174,,
97708FQHMS20495,FUQUA HOMES INC BEND DIV,20495 MURRAY RD,BEND,DESCHUTES,OR,97701,,
49464PLSCR615NF,PLASCORE INC,615 N FAIRVIEW,ZEELAND,OTTAWA,MI,49464,,
95376LLPRC26700,PIONEER AMERICAS LLC D/B/A OLIN CHLOR ALKALI PRODUCTS TRACY,26700 S BANTA RD,TRACY,SAN JOAQUIN,CA,95304,37.7,121.366667
46770LLSSN180LO,ALL SEASON IND INC,180 LOGAN ST,MARKLE,HUNTINGTON,IN,46770,40.829444,85.3375
56379XCLPT806SB,X-CEL OPTICAL CO,806 S BENTON DR,SAUK RAPIDS,BENTON,MN,56379,45.566667,94.15
16365WHRLY6HARM,WHIRLEY INDUSTRIES INC,6 HARMAR ST,WARREN,WARREN,PA,16365,,
84104CYTZY134S7,CYTOZYME LABORATORIES INC,134 S 700 W,SALT LAKE CITY,SALT LAKE,UT,84104,,
60180STNDR1020G,STANDARD FUSEE CORP,1020 GARDNER ST,SOUTH BELOIT,WINNEBAGO,IL,60180,,
17313CLMBP465LO,COLUMBIA PRODUCTS INC,465 LOCUST STREET,DALLASTOWN,YORK,PA,17313,,
02860PRCSN100AS,PRECISION METALS INC,100 ASHTON ST,PAWTUCKET,PROVIDENCE,RI,2860,,
54880MSLNC2206W,AMSOIL INC,2206 WINTER ST B,SUPERIOR,DOUGLAS,WI,54880,,
75693DMFGN1103C,O & D MANUFACTURING INC,1103 CHEROKEE TRACE,WHITE OAK,GREGG,TX,75693,,
60402MCLC04811S,BP PRODUCTS NA INC CHICAGO,4811 S HARLEM AVE,BERWYN,COOK,IL,60402,,
60018MCLC02201S,BP PRODUCTS NA INC OHARE TERMINAL,1111 ELMHURST RD,ELK GROVE VILLAGE,COOK,IL,60007,,
01613WYMNG105MA,WYMAN-GORDON CO,105 MADISON ST,WORCESTER,WORCESTER,MA,1610,42.256862,71.801731
14094LLGHN695OH,ATI SPECIALTY MATERIALS-LOCKPORT PLANT,695 OHIO ST,LOCKPORT,NIAGARA,NY,14094,43.1592,78.7127
74018LLGHNUSHIG,ALLEGHENY LUDLUM CORP,U S HWY 66 & LOWRY,CLAREMORE,ROGERS,OK,74018,36.2877,95.633944
38301TCHST200SM,YOUNG TOUCHSTONE,200 SMITH LN,JACKSON,MADISON,TN,38301,,
26134PLSNTNO1PO,PLEASANTS WILLOW ISLAND POWER STATIONS,1 POWER STATION BLVD RT 2,WILLOW ISLAND,PLEASANTS,WV,26134,,
45440CRCTC4738G,CIRCUIT CENTER INC,4738 GATEWAY CIRCLE,DAYTON,MONTGOMERY,OH,45440,,
85041WSTRN3331W,WESTERN STATES PETROLEUM,3331 W BROADWAY RD,PHOENIX,MARICOPA,AZ,85041,,
35215MDWCR95NOR,MEADOWCRAFT INC,95 N CARSON RD,BIRMINGHAM,JEFFERSON,AL,352151654,,
93433CLFRN338SO,CALIFORNIA FINE WIRE CO,338 S 4TH ST,GROVER BEACH,SAN LUIS OBISPO,CA,93433,,
46345KNGSB3RDRD,ACCURATE CASTINGS INC KINGSBURY CASTINGS DIV,3232 3RD RD ANNEX KINGSBURY INDUSTRIAL PARK,KINGSBURY,LAPORTE,IN,46345,41.611111,86.721944
19154KNGSB10385,KINGSBURY INC,10385 DRUMMOND RD,PHILADELPHIA,PHILADELPHIA,PA,191543803,40.081944,75.011111
54903KNGSB455WA,KINGSBURY INC OSHKOSH DIV,455 WAUKAU AVE,OSHKOSH,WINNEBAGO,WI,549032526,43.985278,88.5575
74960HDSNFHWY59,HUDSON FOODS INC,HWY 59 NORTH,STILWELL,ADAIR,OK,74960,35.800556,94.829167
65805HDSNF405NJ,HUDSON FOODS INC,405 N JEFFERSON,SPRINGFIELD,GREENE,MO,65805,37.2069,93.289556
56007LNDLK70213,CARGILL INC.,702 EAST 13TH ST.,ALBERT LEA,FREEBORN,MN,56007,43.626111,93.355
02421FCLNC4MAGU,GENZYME CORP,4 MAGUIRE RD,LEXINGTON,MIDDLESEX,MA,2421,,
30279NTNLG351RO,TYSON FOODS INC NATIONAL EGG PRODUCTS,351 RONTHOR RD,SOCIAL CIRCLE,WALTON,GA,30025,33.66,83.698
30824KNGSLRTE3B,MILLIKEN & CO KINGSLEY PLANT,2598 WASHINGTON RD,THOMSON,MCDUFFIE,GA,30824,33.4609,82.512056
60609CRWFR4165S,CRAWFORD LABORATORIES,4165 S EMERALD AVE,CHICAGO,COOK,IL,60609,41.816667,87.633333
47371HBBRDEASTL,WINDY HILL PET FOOD CO,E LINCOLN ST,PORTLAND,JAY,IN,47371,40.4467,84.974222
56308HBBRD805NO,HUBBARD FEEDS INC,805 NOKOMIS ST,ALEXANDRIA,DOUGLAS,MN,56308,45.885278,95.390278
56058HBBRD1800H,MARS PETCARE US INC,1800 MARS LANE,LE SUEUR,LE SUEUR,MN,560580127,44.483889,93.881944
18106HBBRD6821R,MARS PETCARE US INC.,6821 RUPPSVILLE RD,ALLENTOWN,LEHIGH,PA,18106,40.574722,75.593889
62231PLSRP26THF,JC SUPPLY & MANUFACTURING LLC,2510 FRANKLIN ST,CARLYLE,CLINTON,IL,62231,,
06604SCHWR278FA,SCHWERDTLE STAMP CO,278 FAIRFIELD AVE,BRIDGEPORT,FAIRFIELD,CT,6604,,
85281THRFV1600N,THREE FIVE SYS INC,1600 N DESERT DR,TEMPE,MARICOPA,AZ,85281,,
19114STNCN9820B,SMURFIT- STONE CONTAINER-PHILADELPHIA WEST,9820 BLUE GRASS RD,PHILADELPHIA,PHILADELPHIA,PA,19114,,
46565HBBRDMAINV,HUBBARD FEEDS INC,135 MAIN ST,SHIPSHEWANA,LAGRANGE,IN,46565,41.678056,85.58
48176CRSCV905WO,MTI-SALINE,905 E WOODLAND DR,SALINE,WASHTENAW,MI,481760096,42.183889,83.77
48160CRSCV555PL,CRESCIVE MILAN DIV,555 PLATT RD,MILAN,MONROE,MI,48160,42.0775,83.695278
35124MRNCT110CO,MORIN TYCO FLOW CONTROL,110 COMMERCE DR,PELHAM,SHELBY,AL,351241838,,
37066CRSNTMAPLE,CRESENT MANUFACTURING CO,350 MAPLE ST,GALLATIN,SUMNER,TN,37066,36.381111,86.452778
06776KMBRL58PIC,KIMBERLY-CLARK CORP,58 PICKET DISTRICT RD,NEW MILFORD,LITCHFIELD,CT,67764493,41.558333,73.411111
27293KMBRLPOBOX,KIMBERLY-CLARK CORP LEXINGTON MILL,389 CLYDE FITZGERALD RD,LEXINGTON,DAVIDSON,NC,27293,35.78,80.320833
30240KMBRL1300O,KIMBERLY-CLARK CORP,1300 ORCHARD HILL RD,LAGRANGE,TROUP,GA,30240,32.999589,85.046539
38107KMBRL400MA,KIMBERLY-CLARK CORP,400 MAHANNAH AVE,MEMPHIS,SHELBY,TN,381070066,35.179722,90.041667
08884KMBRL85MAI,SCHWEITZER-MAUDUIT INTERNATIONAL INC,85 MAIN ST,SPOTSWOOD,MIDDLESEX,NJ,8884,40.40476,74.37691
98072YNGCR16219,"YOUNG CORPORATION/NORDICK, DIV","16219 WOODINVILLE - REDMOND, RD",WOODINVILLE,KING,WA,98072,47.746111,122.162222
17801YNGDR215PA,YOUNG DOOR CO,215 PACKER ST,SUNBURY,NORTHUMBERLAND,PA,17801,40.873333,76.776667
35640YNGDR200YO,DOORCRAFT OF ALABAMA,1101 YOUNG DR,HARTSELLE,MORGAN,AL,356400757,34.409722,86.932778
91605YNGLC7341G,YOUNG ELECTRONICS,7341 GREENBUSH AVE,NORTH HOLLYWOOD,LOS ANGELES,CA,91605,34.2,118.425
15059SGKYW10THS,KEYWELL CORP VAC AIR ALLOYS DIV,10TH ST,MIDLAND,BEAVER,PA,15059,40.635278,80.458056
60099RLNCN1915I,AKZO NOBEL SPECIALITY COATINGS INC,1915 INDUSTRIAL AVE,ZION,LAKE,IL,60099,42.4614,87.8607
62205KZCTN2904M,NUPLEX RESINS LLC,2904 MISSOURI AVE,EAST SAINT LOUIS,ST CLAIR,IL,62205,38.611111,90.136111
92621RLNCN1215W,AKZO COATINGS INC,1215 W LAMBERT RD,BREA,ORANGE,CA,92821,33.9241,117.915142
48341KZCTN2527B,AKZONOBEL COATINGS INC,120 FRANKLIN RD,PONTIAC,OAKLAND,MI,48341,42.629,83.289167
26519LBRGHRTE26,ALLEGHENY ENERGY INC ALBRIGHT POWER STATION,RTE 26,ALBRIGHT,PRESTON,WV,26519,,
02703HWRDH60WAL,HOWARD H  SWEET & SON,60 WALTON ST,ATTLEBORO,BRISTOL,MA,2703,41.957222,71.291667
39441HWRDN3225P,HOWARD INDUSTRIES INC,3225 PENDORF RD,LAUREL,JONES,MS,39441,31.658611,89.176389
60953HWRDNONENO,HOWARD INDUSTRIES INC,ONE N DIXIE HWY,MILFORD,IROQUOIS,IL,60953,40.6317,87.6472
54665HWRDJRAILR,HOWARD JOHNSON'S ENTERPRISES INC,305 RAILROAD AVE,VIROQUA,VERNON,WI,546650828,43.5641,90.876556
17931ZPTND100ZA,ZAPATA INDUSTRIES INC,100 ZAPATA DR,FRACKVILLE,SCHUYLKILL,PA,17931,40.7825,76.2284
74401ZPTNDRR6BO,ZAPATA INDUSTRIES INC,4400 DON CAYO DR,MUSKOGEE,MUSKOGEE,OK,74403,35.766667,95.3
27932LBMRLUSHIG,ALBEMARLE SPORTFISHING BOATS INC,607 W QUEEN ST,EDENTON,CHOWAN,NC,27932,36.056667,76.616111
02745LBRXCRICEB,ALBEROX CORP,225 THEODORE RICE BLVD,NEW BEDFORD,BRISTOL,MA,27451289,41.724444,70.952222
53147LBRTT901MA,"TROSTEL, LTD. LAKE GENEVA MOLDING",901 MAXWELL ST TROSTEL LTD.,LAKE GENEVA,WALWORTH,WI,53147,42.601667,88.441111
60160LBRTC2525A,ALBERTO-CULVER USA INC,2525 ARMITAGE AVE,MELROSE PARK,COOK,IL,60160,41.9149,87.864706
11222LBRTS50DIV,ALBERTS PLATING WORKS INC,50 DIVISION PL,BROOKLYN,KINGS,NY,112225205,40.725,73.936667
27320ZRNNCNEMAR,ZARN INC,NE MARKET ST EXT,REIDSVILLE,ROCKINGHAM,NC,27320,36.382222,79.652222
17751CRDNCDRAKE,CRODA INC,8 CRODA WAY,MILL HALL,CLINTON,PA,17751,41.1153,77.4697
54143BHLCNW1635,BIEHL CONSTRUCTION CO INC,W1635 CLEVELAND AVE,MARINETTE,MARINETTE,WI,54143,,
75766PRGRS4545N,TEKNOR COLOR CO,4545 N JACKSON,JACKSONVILLE,CHEROKEE,TX,75766,32.017778,95.451944
38305DLTFC3441R,DELTA FAUCET CO OF TENNESSEE,3441 RIDGECREST RD EXT,JACKSON,MADISON,TN,38305,,
55421KRTMF5280M,KURT MANUFACTURING CO,5280 MAIN ST NE,FRIDLEY,ANOKA,MN,554211594,,
04073THMSBCOMMU,GVS NA,COMMUNITY DR,SANFORD,YORK,ME,4073,,
48211DYNCL6520G,US ECOLOGY MICHIGAN (DBA DYNECOL),6520 GEORGIA ST,DETROIT,WAYNE,MI,48211,,
00965SSCTBSTATE,TOTAL GUAYNABO BULK TERMINAL,STATE RD NO 28 KM 0..8,GUAYNABO,GUAYNABO,PR,965,,
35803VMCXX12090,ABACO SYSTEMS INC,12090 MEMORIAL PKWY,HUNTSVILLE,MADISON,AL,35803,,
15122SGKYW890NO,KEYWELL CORP VAC AIR ALLOYS DIV,890 NOBLE DR,WEST MIFFLIN,ALLEGHENY,PA,15122,40.36,79.923611
40403KSCRP501MA,KI USA CORP,501 MAYDE RD,BEREA,MADISON,KY,40403,37.599722,84.315556
15857KYSTN1935S,KEYSTONE POWDERED METAL CO,251 STATE ST,SAINT MARYS,ELK,PA,15857,41.4161,78.6703
03860YLDHSROUTE,YIELD HOUSE INC,RTE 16/302,NORTH CONWAY,CARROLL,NH,3860,44.019167,71.116389
19136CRWNC9300A,CROWN CORK & SEAL CO INC,9300 ASHTON RD,PHILADELPHIA,PHILADELPHIA,PA,19136,40.065263,75.019851
55021CRWNCPOBOX,CROWN AEROSOL PACKAGING,4TH ST & PARK AVE,FARIBAULT,RICE,MN,55021,44.293333,93.293333
77303CRWNC2501N,CROWN BEVERAGE PACKAGING,2501 N FRAZIER ST,CONROE,MONTGOMERY,TX,77303,30.340079,95.468698
60915CRWNC1035E,CROWN BEVERAGE PACKAGING,1035 E N ST,BRADLEY,KANKAKEE,IL,60915,41.148,87.84891
54915KRWNP800SL,KERWIN PAPER CO,801 S LAWE ST,APPLETON,OUTAGAMIE,WI,54915,44.255,88.398333
17601TNNCP1530F,PACKAGING CORP OF AMERICA,1530 FRUITVILLE PIKE,LANCASTER,LANCASTER,PA,17601,,
