tri_facility.TRI_FACILITY_ID,tri_facility.FACILITY_NAME,tri_facility.STREET_ADDRESS,tri_facility.CITY_NAME,tri_facility.COUNTY_NAME,tri_facility.STATE_ABBR,tri_facility.ZIP_CODE,tri_facility.PREF_LATITUDE,tri_facility.PREF_LONGITUDE
07014DLTXP210DE,DELATEX CORPORATION,210 DELAWANNA AVE,CLIFTON,PASSAIC,NJ,7014,40.831161,74.130867
48220WLKRW660E2,WALKER WIRE INC. MITTAL STEEL,660 E TEN MILE RD,FERNDALE,OAKLAND,MI,48220,42.475,83.122222
02172NCSNC65GRO,GE IONICS,65 GROVE ST,WATERTOWN,MIDDLESEX,MA,2472,42.37,71.154444
01104WLBNN270RO,IONICS ELITE CHEMICALS SPRINGFIELD PLANT,270 ROCUS ST,SPRINGFIELD,HAMPDEN,MA,1104,42.148428,72.533236
63044MLLPR4336B,IONPURE TECH CORP,4336 BRIDGETON INDUSTRIAL DR,BRIDGETON,ST LOUIS,MO,63044,38.777222,90.421111
46214MLLPR8211C,US FILTER IONPURE,8211 COUNTRY CLUB PL,INDIANAPOLIS,MARION,IN,46214,39.789444,86.306944
61764WLKRW1INDU,WALKER WIRE ISPAT PONTIAC,1 INDUSTRIAL CT,PONTIAC,LIVINGSTON,IL,61764,40.885833,88.640278
19403WTSNM975MA,WATSON MCDANIEL CO,975 MADISON AVE,NORRISTOWN,MONTGOMERY,PA,19403,,
90670CSNTG13033,CS INTEGRATED LLC,13033 ARTIC CIRCLE,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,
78225WLLCL2226W,WALL COLMONOY CORP,2226 W MALONE,SAN ANTONIO,BEXAR,TX,78225,29.39,98.543889
27302WLTRK1394S,WALTER KIDDE PORTABLE EQUIPMENT,1394 THIRD ST,MEBANE,ALAMANCE,NC,27302,36.074722,79.296389
50703QLTYM410RA,QUALITY MAT CO INC,410 RATH ST,WATERLOO,BLACK HAWK,IA,50703,,
28256WRDTN6670E,"WARD TANK & HEAT, EXCHANGER CORP",6670 E HARRIS BLVD,CHARLOTTE,MECKLENBURG,NC,282560066,35.249722,80.739167
48030VRMRP1453E,VER-MAR PRODS CORP,1453 E 9 MILE RD,HAZEL PARK,OAKLAND,MI,48030,42.462222,83.090278
27834VRMNTPOBOX,ROBERT BOSCH TOOL CO GREENVILLE DIV,310 STATON RD,GREENVILLE,PITT,NC,27834,35.652324,77.365048
16407TNNRD715SP,TONNARD MANUFACTURING CORP,715 SPRING ST,CORRY,ERIE,PA,16407,,
40383GTPRD1000T,LEDVANCE LLC,1000 TYRONE PIKE,VERSAILLES,WOODFORD,KY,40383,38.045833,84.75
48069GTVLN404EA,VALENITE INC CORP WALMET DIV,404 E 10 MILE RD,PLEASANT RIDGE,OAKLAND,MI,48069,42.475,83.131944
48071GTVLN31100,VALENITE INC,31100 STEPHENSON HWY,MADISON HEIGHTS,OAKLAND,MI,480711638,42.522222,83.1125
70121CHMCN333RI,CHEMCENTRAL/NEW ORLEANS,333 RIVER RD,JEFFERSON,JEFFERSON PARISH,LA,70121,,
70810DSPCL15915,FUTURE PIPE INDUSTRIES,15915 PERKINS RD,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70810,,
99901TSRLS1010S,TESORO ALASKA CO. KETCHIKAN TERMINAL,1010 STEDMAN ST.,KETCHIKAN,KETCHIKAN GATEWAY,AK,99901,,
79762CHMCN105PR,UNIVAR USA INC ODESSA PRONTO,105 PRONTO,ODESSA,ECTOR,TX,79762,,
48084GTVLN2870I,GTE VALENITE CORP,2870 INDUSTRIAL ROW,TROY,OAKLAND,MI,48084,42.543056,83.188889
98201TRCTN1028W,TC SYSTEMS INC,1028 W MARINE VIEW DR,EVERETT,SNOHOMISH,WA,982011579,48.00524,122.213152
31407STNCN1BONN,INTERNATIONAL PAPER CO - PORT WENTWORTH,1 BONNYBRIDGE RD,PORT WENTWORTH,CHATHAM,GA,31407,32.156944,81.155556
54956STWWD912HA,STOWE WOODWARD,912 HASSE ST,NEENAH,WINNEBAGO,WI,54956,44.205278,88.478889
56007STRTR411SO,STREATER INC.,411 S FIRST AVE,ALBERT LEA,FREEBORN,MN,560071779,43.6496,93.3796
28086FRSTN100FI,FIRESTONE FIBERS & TEXTILES CO,100 FIRESTONE LN,KINGS MOUNTAIN,GASTON,NC,28086,,
83687MCRNT900EK,MICRON TECHNOLOGY INC,900 E KARCHER RD,NAMPA,CANYON,ID,83687,,
01236FXRVR295PA,NEENAH PAPER FR LLC,295 PARK ST PO BOX 565,HOUSATONIC,BERKSHIRE,MA,12360565,,
46071STLCP1217W,STALCOP LLC,1217 W MAIN ST,THORNTOWN,BOONE,IN,46071,,
03053NCSTD23IND,STURM RUGERS & CO INC UNI-CAST DIV,11 INDUSTRIAL DR,LONDONDERRY,ROCKINGHAM,NH,3053,42.923611,71.433889
43502STYLM319NO,STYLE-MARK INC,319 NORTH ST,ARCHBOLD,FULTON,OH,43502,41.519167,84.297778
77351WLKRWHWY14,WALKER WOOD PRESERVING INC,HWY 146 S,LIVINGSTON,POLK,TX,77351,30.668333,94.891667
65808DYCPR2601W,TIMKEN SMO LLC,2601 W BATTLEFIELD RD,SPRINGFIELD,GREENE,MO,65807,37.161944,93.329722
20791DYCNP9001E,DAYCON PRODUCTS CO INC,4901 FORBES BLVD,LANHAM,PRINCE GEORGE'S,MD,20706,38.8648,76.858833
24592DYSTRSINAI,DAYSTROM FURNITURE INC,SINAI RD,SOUTH BOSTON,HALIFAX,VA,24592,36.7475,78.932222
44113WRNRG1730T,WERNER G SMITH INC,1730 TRAIN AVE,CLEVELAND,CUYAHOGA,OH,441134289,41.478333,81.678333
37208WRTHN14008,WERTHAN PACKAGING INC,1400 8TH AVE N,NASHVILLE,DAVIDSON,TN,37208,36.177778,86.792222
90221WSCLN18033,WESCAL IND,18033 S SANTA FE AVE,RANCHO DOMINGUEZ,LOS ANGELES,CA,90221,33.867778,118.212222
98607JMSRVNE4TH,GEORGIA-PACIFIC CONSUMER PRODUCTS (CAMAS) LLC,401 NE ADAMS ST,CAMAS,CLARK,WA,98607,45.583333,122.4
02893JMSRV21BRA,JAMES RIVER CORP DECORATIVE PRODUCTS DIV,21 BRAYTON ST  CS-1005,WEST WARWICK,KENT,RI,28933601,41.704167,71.541667
29532JMSRV126AV,DIXIE CONSUMER PRODUCTS LLC,126 A AVE,DARLINGTON,DARLINGTON,SC,29532,34.298611,79.863889
01420JMSRVOLDPR,JAMES RIVER CORP FITCHBURG,OLD PRINCETON RD,FITCHBURG,WORCESTER,MA,1420,42.553056,71.841111
77630JMSRVFARMR,JAMES RIVER PAPER CO INC,FARM RD 1006,ORANGE,ORANGE,TX,77630,30.045833,93.773611
60506WSCMN1266S,STEINER CO INC WESCO MFG DIV,1266 ORCHARD RD,AURORA,KANE,IL,60506,41.7442,88.3753
97009WSCTT19701,WESCOTTS AUTO RESTYLING,19701 SE HWY 212,BORING,CLACKAMAS,OR,97009,45.418056,122.458333
07006WSGGT24MAD,WESGO-GTE TECHNICAL CERAMIC & METALS,24 MADISON RD,FAIRFIELD,ESSEX,NJ,7006,40.868056,74.293611
46750WSTRN1870R,HAYES LEMMERZ INTERNATIONAL,1870 RIVERFORK DR,HUNTINGTON,HUNTINGTON,IN,46750,40.854167,85.529167
07111MRCNB460CO,AMERICAN ABRASIVE METALS CO,460 COIT ST,IRVINGTON,ESSEX,NJ,7111,40.711111,74.233333
85040TRNYC2818E,AMERICAN AEROSPACE TECHNICAL CASTINGS INC,2818 E ILLINI ST,PHOENIX,MARICOPA,AZ,85040,33.412515,112.019729
65202MRCNR2100N,AAF INTERNATIONAL-COLUMBIA PLANT,2100 NELWOOD DR,COLUMBIA,BOONE,MO,65202,38.971944,92.296111
40208MRCNR200CE,AAF INTERNATIONAL,3131 S 2ND ST,LOUISVILLE,JEFFERSON,KY,40208,38.205,85.7625
35055MRCNL1725O,ITT INDUSTRIES PROCAST,1725 CHILDHAVEN RD,CULLMAN,CULLMAN,AL,35055,34.195556,86.850833
50548JTCXXHWY16,JET CO,HWY 169 N,HUMBOLDT,HUMBOLDT,IA,50548,42.736111,94.224722
63104WSTRN1415S,WESTERN WIRE PRODS CO,1415 S 18TH ST,SAINT LOUIS,ST LOUIS (CITY),MO,63104,38.616483,90.210927
98390WSTRN1313Z,WESTERN WOOD PRESERVING CO,1313 ZEHNDER ST,SUMNER,PIERCE,WA,98390,47.208333,122.236944
35207MRCNC2930N,AMERICAN CAST IRON PIPE CO,2930 N 16TH ST,BIRMINGHAM,JEFFERSON,AL,35207,33.533333,86.833333
11803MRCNC51COM,AMERICAN CASTING & MANUFACTURING CORP,51 COMMERCIAL ST,PLAINVIEW,NASSAU,NY,11803,40.791667,73.491667
59635MRCNCSMELT,AMERICAN CHEMET CORP,145 HWY 282,EAST HELENA,LEWIS AND CLARK,MT,59635,46.587778,111.922222
72342BPSNC28PHI,BPS INC,28 PHILLIPS RD 324,HELENA,PHILLIPS,AR,72342,,
06704MRCNC36SHE,AMERICAN CHEMICAL & REFINING CO INC,36 SHEFFIELD ST,WATERBURY,NEW HAVEN,CT,6704,41.590278,73.051389
37303DVDSN2110C,COLLINS & AIKMAN CORP,2110 CHARLES REDFERN DR,ATHENS,MCMINN,TN,37303,35.466111,84.602778
03820DVDSNINDUS,TEXTRON AUTOMOTIVE INTERIORS,85 INDUSTRAIL PARK DR,DOVER,STRAFFORD,NH,3820,43.193056,70.908333
33605DVSCN4502A,DAVIES CAN CO,4502 ADAMO DR,TAMPA,HILLSBOROUGH,FL,33605,27.952778,82.407222
40214DVSCN8191N,DAVIES CAN CO,8191 NATIONAL TURNPIKE,LOUISVILLE,JEFFERSON,KY,40214,38.1316,85.751
60505SSNDX1600M,"OASIS LIFESTYLE, LLC",1600 MOUNTAIN ST,AURORA,KANE,IL,60505,,
77520FNRGN6655W,FINE ORGANICS CORP,6655 WEST BAY RD,BAYTOWN,CHAMBERS,TX,77520,,
45403DYTNB322DA,DAYTON BAG & BURLAP,322 DAVIS AVE,DAYTON,MONTGOMERY,OH,45403,39.7575,84.152778
60560WYNCR106EA,WAYNE CIRCUITS INC,106 E BEAVER ST,YORKVILLE,KENDALL,IL,605601796,41.640278,88.448056
48029WYNGR700LE,WAYNE GREASE DIV OF DARLING & CO,700 LEIGH,DETROIT,WAYNE,MI,48209,42.281111,83.125
94402WYNHR910SA,WAYNE HERZOG ENGRAVING INC,910 S AMPHLETT BLVD,SAN MATEO,SAN MATEO,CA,94402,37.566944,122.308889
70764SFTYK32655,CLEAN HARBORS PLAQUEMINE LLC,32655 GRACIE LN,PLAQUEMINE,IBERVILLE PARISH,LA,70764,,
45242HBFLL4440M,HB FULLER CO,4440 MALSBARY RD,BLUE ASH,HAMILTON,OH,45242,39.24,84.386944
55108HBFLL2400E,H B FULLER CO,2400 ENERGY PARK DR,SAINT PAUL,RAMSEY,MN,55108,44.974722,93.199722
01840CHMCC300CA,CHEMCO CORP,300 CANAL ST,LAWRENCE,ESSEX,MA,1840,42.704167,71.131389
19124MNLMN4737D,AMUNEAL MANUFACTURING,4737 DARRAH ST,PHILADELPHIA,PHILADELPHIA,PA,19124,,
90749RCPRD1801A,INEOS POLYPROPYLENE LLC,2384 E 223RD ST,CARSON,LOS ANGELES,CA,90810,,
64056SFTYK901AS,SAFETY-KLEEN SYSTEMS INDEPENDENCE (IND),901 S YUMA DR,INDEPENDENCE,JACKSON,MO,64056,,
30004MRTNK1055U,WIKOFF COLOR CORP,1055 UNION CENTER DR,ALPHARETTA,FORSYTH,GA,30004,,
32609MRGMF3001N,MIRAGE MANUFACTURING CO INC,3001 NE 20TH WAY,GAINESVILLE,ALACHUA,FL,32609,,
84720WSTRN997NO,WESTERN QUALITY FOODS LLC,997 N AIRPORT RD,CEDAR CITY,IRON,UT,84721,,
85344WSTTS2523M,EVOQUA WATER TECHNOLOGIES LLC,2523 MUTAHAR ST,PARKER,LA PAZ,AZ,85344,,
68368NBRSK4500W,NEBRASKA PUBLIC POWER DISTRICT SHELDON STATION,4500 W PELLA RD,HALLAM,LANCASTER,NE,68368,,
11787GLLLC55ENG,PARKER HANNIFIN CORP GULL ELECTRONIC SYSTEMS DIV,55 ENGINEERS RD,SMITHTOWN,SUFFOLK,NY,11787,40.8139,73.2414
87109GLTND6600G,GOODRICH ISR SYSTEMS,6600 GULTON CT NE,ALBUQUERQUE,BERNALILLO,NM,87109,35.15,106.608333
92627GLTNS1644W,GULTON-STATHAM TRANSDUCERS INC,1644 WHITTIER AVE,COSTA MESA,ORANGE,CA,92627,33.6325,117.938889
61104GNTCR302PE,GUNITE CORP,302 PEOPLES AVE,ROCKFORD,WINNEBAGO,IL,61104,42.241944,89.091389
44903WSSND2472N,WEISS IND,2472/2480  N MAIN ST,MANSFIELD,RICHLAND,OH,44903,40.822222,82.499167
07936WSSGCPOBOX,WEISS-AUG CO INC,MERRY LN,EAST HANOVER,MORRIS,NJ,79360520,40.818056,74.345
37091JRMNP5THAV,J R MOON PENCIL CO INC,1150 5TH AVE N,LEWISBURG,MARSHALL,TN,370910309,35.4625,86.791667
39701JRSMPNASHV,J R SIMPLOT CO,NASHVILLE FERRY RD,COLUMBUS,LOWNDES,MS,39701,33.5158,88.4825
58201JRSMP3630G,J R SIMPLOT CO,3630 GATEWAY DR,GRAND FORKS,GRAND FORKS,ND,58203,47.933333,97.0825
93454JRSMP1315S,J R SIMPLOT CO,1315 S BLOSSER RD,SANTA MARIA,SANTA BARBARA,CA,93456,34.933611,120.465278
93901SMPLT1219A,J R SIMPLOT CO,1219 ABBOTT ST,SALINAS,MONTEREY,CA,93901,36.6541,121.6273
44203WLCST1045E,J W HARRIS CO INC WELCAST PLASTICS DIV,1045 EAGON ST,BARBERTON,SUMMIT,OH,44203,41.031111,81.579167
13153WLCHLJORDA,WELCH ALLYN INC  HHP DIV,4619 JORDAN RD,SKANEATELES FALLS,ONONDAGA,NY,13153,42.991667,76.458333
30176NCBLD125PE,NCI BUILDING SYSTEMS LP,125 PEQUANOC DR,TALLAPOOSA,HARALSON,GA,30176,,
98233LNNXH1387P,LENNOX HEARTH PRODUCTS INC BURLINGTON FACILITY,1387 PACIFIC DR,BURLINGTON,SKAGIT,WA,98233,,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,CO,80105,,
61858VRMLN6MILE,VERMILION POWER STATION,10188 E 2150 N,OAKWOOD,VERMILION,IL,61858,,
90040SHLND6608E,ASHLAND SPECIALTY CHEMICAL CO,6608 E 26TH ST,COMMERCE,LOS ANGELES,CA,90040,33.983333,118.133333
03857SSXGRMAINS,ESSEX GROUP INC,YOUNGS LN,NEWMARKET,ROCKINGHAM,NH,3857,43.079167,70.9375
29003DLVNFHWY30,DELAVAN SPRAY TECHNOLOGIES,4334 MAIN HWY,BAMBERG,BAMBERG,SC,29003,33.280278,81.053889
50265DLVNN8114T,DELAVAN INC GAS TURBINE PRODUCTS DIV,811 4TH ST,WEST DES MOINES,POLK,IA,502650100,41.573056,93.706667
19350DLWRNSAWMI,DELAWARE ENGNEERING & FABRICATING CO,SAWMILL RD,LANDENBERG,CHESTER,PA,193500009,39.8012,75.7495
19134DLWRV3419R,DELAWARE VALLEY WOOL SCOURING,3419 RICHMOND ST,PHILADELPHIA,PHILADELPHIA,PA,19134,39.982222,75.098333
45373PTMTV1255A,FAURECIA EXHAUST SYSTEMS INC TROY EAST FACILITY,1255 ARCHER DR,TROY,MIAMI,OH,45373,,
45005PTMTV2301C,FAURECIA EXHAUST SYSTEMS INC FRANKLIN FACILITY,2301 COMMERCE CENTER DR,FRANKLIN,WARREN,OH,45005,,
47240DLTFCHIGHW,DELTA FAUCET CO,1425 W MAIN ST,GREENSBURG,DECATUR,IN,47240,39.3064,85.59
61727WLLCC900SO,WALLACE COMPUTER SERVICES INC,900 S CAIN,CLINTON,DE WITT,IL,61727,40.149722,88.951389
73018DLTFCHWY62,DELTA FAUCET OF OKLAHOMA,2500 HWY 62 W,CHICKASHA,GRADY,OK,73018,35.0523,97.934944
38701DLTFB706NO,DELTA FIBERGLASS MFG INC,706 N THEOBALD ST,GREENVILLE,WASHINGTON,MS,38701,33.418883,91.049456
38118DLTFR3915A,DELTA FOREMOST CHEMICAL CORP,3915 AIR PARK ST,MEMPHIS,SHELBY,TN,38118,35.042222,89.931667
18042TTLCT3100C,ITT ELECTRON TECHNOLOGY DIV,3100 CHARLOTTE AVE,EASTON,NORTHAMPTON,PA,18042,40.678056,75.269444
32920TTDFN166WE,"ITT DEFENSE COMMUNICATIONS, DIV - SOUTH",166 WEST CENTER ST,CAPE CANAVERAL,BREVARD,FL,32920,28.381389,80.606667
17512TTNGN615FL,ITT INDUSTRIES ENGINEERED PROCESS SOLUTIONS GROUP,615 FLORENCE ST,COLUMBIA,LANCASTER,PA,17512,40.028611,76.495833
17603TTNGN33CEN,ITT ENGINEERED VALVES LLC,33 CENTERVILLE RD,LANCASTER,LANCASTER,PA,17603,40.041667,76.391667
38821TTNGN1110B,ITT ENGINEERED VALVES  LLC,1110 BANKHEAD AVE,AMORY,MONROE,MS,38821,33.985278,88.473056
85040CRDNL3816E,CARDINAL INDL FINISHES INC,3816 E SUPERIOR AVE,PHOENIX,MARICOPA,AZ,85040,33.416667,112.001111
92121LTPHT11526,ALTA PHOTOGRAPHIC INC,11526-F SORRENTO VALLEY RD,SAN DIEGO,SAN DIEGO,CA,92121,32.899,117.1993
07866RYSNS40VAN,ROYSONS CORP,40 VANDERHOOF AVE,ROCKAWAY,MORRIS,NJ,7866,40.9064,74.500944
48212FHGHT14275,HOUGHTON INTERNATIONAL INC,14275 LUMPKIN AVE,DETROIT,WAYNE,MI,48212,42.416667,83.097222
85501CLCHM2451H,CAL-CHEM METALS INC,2451 HWY 70 E,GLOBE,GILA,AZ,85501,,
60466MCNTY1000G,SOLVAY USA INC,24601 GOVERNORS HWY,UNIVERSITY PARK,WILL,IL,60484,41.452778,87.730556
39367MRSHLWAYNE,M/J FEEDMILL MS LLC,201 MARSHALL DURBIN DR,WAYNESBORO,WAYNE,MS,39367,31.645833,88.634722
47402THMSN1300S,THOMSON CONSUMER ELECTRONICS,1300 S ROGERS ST,BLOOMINGTON,MONROE,IN,47402,39.151667,86.54
60102WCNDT821WE,WAUCONDA TOOL & ENGINEERING CO INC,821 W ALGONQUIN RD,ALGONQUIN,MCHENRY,IL,60102,42.170278,88.298889
53186WKSHF1300L,WAUKESHA FOUNDRY INC,1300 LINCOLN AVE,WAUKESHA,WAUKESHA,WI,53186,43.010278,88.208889
53094WKSHF661SO,WAUKESHA FOUNDRY INC WATERTOWN DIV,661 S 12TH ST,WATERTOWN,JEFFERSON,WI,53094,43.183056,88.711667
53186WKSHR324WC,PARKER HANNIFIN CORP,324 W COLLEGE AVE,WAUKESHA,WAUKESHA,WI,53186,43.003333,88.233056
61329WKSHRCLEVE,PARKER HANNIFIN CORP,W CLEVELAND ST,LADD,BUREAU,IL,613290456,41.379722,89.230556
90262JDLMN11705,J & D LAMINATING,11705 YAMAMOTO PL,LYNWOOD,LOS ANGELES,CA,90262,33.940833,118.226111
75041JDCST2713I,CASCADE DIE CASTING SOUTHWEST,2713 INDUSTRIAL LN,GARLAND,DALLAS,TX,75041,32.895833,96.675
92801JHDBR307NE,J & H DEBURRING,307 N EUCLID WAY BLDG H,ANAHEIM,ORANGE,CA,928016774,33.8344,117.9404
02038JJCRR210GR,GEORGIA-PACIFIC CORRUGATED I L LC,210 GROVE ST,FRANKLIN,NORFOLK,MA,2038,42.05,71.433333
19606STLWR3600P,ST LAWRENCE CARBONIZING CO INC,3600 PARKVIEW RD,SAINT LAWRENCE,BERKS,PA,19606,40.335833,75.927778
43315STHLX201CU,STAHL-A SCOTT FETZER CO,201 CUNARD ST,CARDINGTON,MORROW,OH,43315,40.496944,82.898611
28540STNDY405WH,STANADYNE LLC,405 WHITE ST,JACKSONVILLE,ONSLOW,NC,28546,34.751389,77.375
27804THSTN1040D,COOPER STANDARD AUTOMOTIVE INC,4461 DOZIER RD,ROCKY MOUNT,NASH,NC,27804,35.972222,77.885
17009STNDR500WA,STANDARD STEEL LLC,500 N WALNUT ST,BURNHAM,MIFFLIN,PA,17009,40.635278,77.568056
27292STNLY802WC,STANLEY FURNITURE CO,802 W CENTER ST,LEXINGTON,DAVIDSON,NC,27292,35.831357,80.270466
02852STNLYCALLA,STANLEY FASTENING SYSTEMS,545 CALLAHAN RD QP/DAVISVILLE INDUSTRIAL PARK,NORTH KINGSTOWN,WASHINGTON,RI,2852,41.605833,71.426944
77651TXCRFCORNE,MOTIVA PORT NECHES TERMINAL,CORNER SPUR 136 & GRIGSBY DR,PORT NECHES,JEFFERSON,TX,77651,29.988056,93.936389
45634SNDSH38701,SANDS HILL MINING LLC,38701 STATE RT 160,HAMDEN,VINTON,OH,45634,,
88130HGHPL1827S,ABENGOA BIOENERGY CORP.,1827 S INDUSTRIAL DR,PORTALES,ROOSEVELT,NM,88130,,
84088STRFR5955W,STARFIRE IND,5955 W WELLS PARK RD,WEST JORDAN,SALT LAKE,UT,840885660,40.566667,112.069444
70062SPRKL601MA,SPARKLETTS WATER SYSTEMS AQUA VEND,601 MARIA ST.,KENNER,JEFFERSON PARISH,LA,70062,29.996944,90.25
87114SPRTN9621C,SPARTON TECHNOLOGY INC,9621 COORS RD NW,ALBUQUERQUE,BERNALILLO,NM,87114,35.184722,106.660556
83338SPRSM2572S,SPEARS MANUFACTURING CO,2572 S LINCOLN ST,JEROME,JEROME,ID,83338,42.700278,114.515556
02905SPCTR217CH,SPECTRUM COATINGS LABS INC,217 CHAPMAN ST,PROVIDENCE,PROVIDENCE,RI,2905,41.792778,71.401667
75069SPCLT1220N,SOUTHWEST ICE CREAM SPECIALITIES,1220 N TENNESSEE ST,MC KINNEY,COLLIN,TX,75069,33.210833,96.614167
06096SPCLT3CHIR,SPECIALTY PROCESSING CENTER,3 CHIRNSIDE RD,WINDSOR LOCKS,HARTFORD,CT,6096,41.931667,72.666667
01028SPCTR50IND,COLEMAN CABLE INC.,50 INDUSTRIAL DR,EAST LONGMEADOW,HAMPDEN,MA,1028,42.041667,72.536111
04401SPTBLFARMR,HYDE INC,99 FARM RD,BANGOR,PENOBSCOT,ME,4401,44.786111,68.786111
57104STRMR700E4,STARMARK CABINETRY,700 E 48TH ST N,SIOUX FALLS,MINNEHAHA,SD,57104,43.589444,96.718333
35217STYBR3833E,STAYBRIGHT INC,3833 E LAKE BLVD,BIRMINGHAM,JEFFERSON,AL,35217,33.552778,86.783333
12180STLTR520CA,STEEL TREATERS INC,520 CAMPBELL AVE,TROY,RENSSELAER,NY,121806199,42.729167,73.615
47542STNKMNCHES,STEINKAMP WAREHOUSE INC (DBA SOUTHERN INDIANA TREATING),918 N CHESTNUT ST,HUNTINGBURG,DUBOIS,IN,47542,38.3085,86.956111
99707FRTKN1FORT,FLINT HILLS RESOURCES ALASKA LLC FAIRBANKS TERMINAL,5500 AIRPORT WAY,FAIRBANKS,FAIRBANKS NORTH STAR BORO,AK,99709,,
93308BKRSF4937S,CORNERSTONE COAST ENERGY GROUP DIV BAKERSFIELD LPG TERMINAL,4937 STANDARD ST,BAKERSFIELD,KERN,CA,933084531,,
32331FLRDPUSHWY,FLORIDA PLYWOODS INC,US HWY 221 N,GREENVILLE,MADISON,FL,32331,,
53119GNRCP211MU,GENERAC POWER SYSTEMS INC-EAGLE,211 MURPHY DR,EAGLE,WAUKESHA,WI,53119,,
62363RCNCXRTE2B,DYNO NOBEL INC,31879 STATE HWY 106,BARRY,PIKE,IL,62312,39.7122,91.0027
66219DLXCH15505,DELUXE CHECK PRINTERS INC,15505 W 113TH ST,LENEXA,JOHNSON,KS,66219,38.938056,94.766667
67226DLXCH9323E,DELUXE CHECK PRINTERS INC,9323 E 37TH ST NE,WICHITA,SEDGWICK,KS,67226,37.7523,97.229194
70129DLXCH4375M,DELUXE CHECK PRINTERS INC.,4375 MICHOUD BLVD.,NEW ORLEANS,ORLEANS PARISH,LA,70129,30.023333,89.926111
74012DLXCH1765N,DELUXE CHECK PRINTERS INC,1765 N JUNIPER AVE,BROKEN ARROW,TULSA,OK,74012,36.07024,95.811011
45419DYTNF477EM,DAYTON FLAMEPROOF & WOOD PRESERVING,447 E MONUMENT AVE,DAYTON,MONTGOMERY,OH,45402,39.764743,84.185243
45431DYTNN1880R,DAYTON INDUSTRIAL DRUM INC,1880 RADIO RD,DAYTON,MONTGOMERY,OH,45431,39.7668,84.0828
45401DYTNN45SLU,DAYTON NEWSPAPERS INC,45 SOUTH LUDLOW ST,DAYTON,MONTGOMERY,OH,45401,39.758333,84.193889
45403DYTNP21NBE,DAYTON PAINT & COATINGS INC US REFINING CO,213 N BECKEL ST,DAYTON,MONTGOMERY,OH,454031001,39.764167,84.173889
55407DYTNR28241,DAYTON ROGERS MANUFACTURING CO,2824 13TH AVE SO,MINNEAPOLIS,HENNEPIN,MN,55407,44.9517,93.255889
89403RTPCX23AIR,RTP CO,23 AIRPARK VISTA BLVD,DAYTON,LYON,NV,894038308,,
35044WSLYNHURY2,WESLEY IND INC,HWY 235,CHILDERSBURG,TALLADEGA,AL,35044,33.2854,86.3376
48228WSLYQ18940,WESLEY QUAKER MAID INC,18940 WEAVER,DETROIT,WAYNE,MI,48228,42.370556,83.223611
48060JMSRV218RI,DUNN PAPER INC,218 RIVERVIEW ST,PORT HURON,ST CLAIR,MI,48060,42.9766,82.4213
01089JMSRVFRONT,FIBERMARK DSI,FRONT ST,WEST SPRINGFIELD,HAMPDEN,MA,1089,42.1,72.639167
17101HRSYC301SC,HERSHEY CREAMERY CO,301 S CAMERON ST,HARRISBURG,DAUPHIN,PA,17101,40.260278,76.870556
77833VLMNTHWY29,VALMONT INDUSTRIES INC,2551 VALMONT DR,BRENHAM,WASHINGTON,TX,77833,30.141667,96.404444
60610WSLYJ400WE,WESLEY-JESSEN CORP,400 W SUPERIOR ST,CHICAGO,COOK,IL,60610,41.895594,87.6386
90061WSLCK13344,WESLOCK NATL INC,13344 S MAIN ST,LOS ANGELES,LOS ANGELES,CA,90061,33.911,118.273
51031WLLSD12THL,DEAN FOODS NORTH CENTRAL LLC,1188 LINCOLN ST SW,LE MARS,PLYMOUTH,IA,51031,42.776667,96.193333
59107WSTRN3020S,WESTERN SUGAR COOPERATIVE130130,3020 STATE AVE,BILLINGS,YELLOWSTONE,MT,59101,45.769167,108.496944
69334THWSTWEST8,WESTERN SUGAR COOPERATIVE,WEST 8TH ST,BAYARD,MORRILL,NE,69334,41.7586,103.324889
69357WSTRN19402,WESTERN SUGAR CO,40284 22ND AVE,MITCHELL,SCOTTS BLUFF,NE,69357,41.9522,103.8123
98579JTSTR58451,JET-STER INC,5845 193RD AVE SW,ROCHESTER,THURSTON,WA,98579,46.8,123.016667
84409JTWYN3100S,JBT AEROTECH JETWAY SYSTEMS,3100 S PENNSYLVANIA AVE,OGDEN,WEBER,UT,84401,41.216667,112.008333
02761JWLDC117SW,JEWELED CROSS CO. INC.,117 S WASHINGTON ST,NORTH ATTLEBORO,BRISTOL,MA,27600038,41.9782,71.3347
02905JWLRS85ELL,JEWELERS REFINING SERVICE INC,85 ELLENFIELD ST,PROVIDENCE,PROVIDENCE,RI,2905,41.793611,71.405278
69361WSTRN2100E,WESTERN SUGAR COOPERATIVE,2100 E OVERLAND DR,SCOTTSBLUFF,SCOTTS BLUFF,NE,69361,41.866667,103.65
60181MRCNC1179N,AMERICAN CHEMICAL & REFINING CO INC,1179 N ELLSWORTH AVE,VILLA PARK,DUPAGE,IL,60181,41.912222,87.973056
00621MRCNCCALLE,MISTOLIN CARIBE INC,CALLE A LOT 28 LUCHETTI INDUSTRIAL PARK,BAYAMON,BAYAMON,PR,961,18.443333,66.158333
